id,parent,iso3166-1:alpha2,name,urls,iso3166-2,short_code
norfolk,england,,Norfolk,"{'pbf': 'https://download.geofabrik.de/europe/great-britain/england/norfolk-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/great-britain/england/norfolk-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/great-britain/england/norfolk-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/great-britain/england/norfolk-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/great-britain/england/norfolk-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/great-britain/england/norfolk/', 'updates': 'https://download.geofabrik.de/europe/great-britain/england/norfolk-updates'}",,
norte,brazil,,norte,"{'pbf': 'https://download.geofabrik.de/south-america/brazil/norte-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/south-america/brazil/norte-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/south-america/brazil/norte-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/south-america/brazil/norte-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/south-america/brazil/norte-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/south-america/brazil/norte/', 'updates': 'https://download.geofabrik.de/south-america/brazil/norte-updates'}",,
north-america,,,North America,"{'pbf': 'https://download.geofabrik.de/north-america-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/north-america-latest.osm.bz2', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/north-america-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/north-america-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/north-america/', 'updates': 'https://download.geofabrik.de/north-america-updates'}",,
north-caucasus-fed-district,russia,,North Caucasus Federal District,"{'pbf': 'https://download.geofabrik.de/russia/north-caucasus-fed-district-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/russia/north-caucasus-fed-district-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/russia/north-caucasus-fed-district-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/russia/north-caucasus-fed-district-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/russia/north-caucasus-fed-district-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/russia/north-caucasus-fed-district/', 'updates': 'https://download.geofabrik.de/russia/north-caucasus-fed-district-updates'}",,
north-eastern-zone,india,,North-Eastern Zone,"{'pbf': 'https://download.geofabrik.de/asia/india/north-eastern-zone-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/asia/india/north-eastern-zone-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/asia/india/north-eastern-zone-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/asia/india/north-eastern-zone-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/asia/india/north-eastern-zone-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/asia/india/north-eastern-zone/', 'updates': 'https://download.geofabrik.de/asia/india/north-eastern-zone-updates'}",,
north-korea,asia,['KP'],North Korea,"{'pbf': 'https://download.geofabrik.de/asia/north-korea-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/asia/north-korea-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/asia/north-korea-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/asia/north-korea-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/asia/north-korea-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/asia/north-korea/', 'updates': 'https://download.geofabrik.de/asia/north-korea-updates'}",,KP
north-yorkshire,england,,North Yorkshire,"{'pbf': 'https://download.geofabrik.de/europe/great-britain/england/north-yorkshire-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/great-britain/england/north-yorkshire-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/great-britain/england/north-yorkshire-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/great-britain/england/north-yorkshire-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/great-britain/england/north-yorkshire-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/great-britain/england/north-yorkshire/', 'updates': 'https://download.geofabrik.de/europe/great-britain/england/north-yorkshire-updates'}",,
northamptonshire,england,,Northamptonshire,"{'pbf': 'https://download.geofabrik.de/europe/great-britain/england/northamptonshire-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/great-britain/england/northamptonshire-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/great-britain/england/northamptonshire-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/great-britain/england/northamptonshire-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/great-britain/england/northamptonshire-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/great-britain/england/northamptonshire/', 'updates': 'https://download.geofabrik.de/europe/great-britain/england/northamptonshire-updates'}",,
northern-zone,india,,Northern Zone,"{'pbf': 'https://download.geofabrik.de/asia/india/northern-zone-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/asia/india/northern-zone-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/asia/india/northern-zone-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/asia/india/northern-zone-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/asia/india/northern-zone-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/asia/india/northern-zone/', 'updates': 'https://download.geofabrik.de/asia/india/northern-zone-updates'}",,
northumberland,england,,Northumberland,"{'pbf': 'https://download.geofabrik.de/europe/great-britain/england/northumberland-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/great-britain/england/northumberland-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/great-britain/england/northumberland-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/great-britain/england/northumberland-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/great-britain/england/northumberland-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/great-britain/england/northumberland/', 'updates': 'https://download.geofabrik.de/europe/great-britain/england/northumberland-updates'}",,
northwest-territories,canada,,Northwest Territories,"{'pbf': 'https://download.geofabrik.de/north-america/canada/northwest-territories-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/north-america/canada/northwest-territories-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/north-america/canada/northwest-territories-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/north-america/canada/northwest-territories-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/north-america/canada/northwest-territories-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/north-america/canada/northwest-territories/', 'updates': 'https://download.geofabrik.de/north-america/canada/northwest-territories-updates'}",['CA-NT'],CA-NT
northwestern-fed-district,russia,,Northwestern Federal District,"{'pbf': 'https://download.geofabrik.de/russia/northwestern-fed-district-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/russia/northwestern-fed-district-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/russia/northwestern-fed-district-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/russia/northwestern-fed-district-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/russia/northwestern-fed-district-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/russia/northwestern-fed-district/', 'updates': 'https://download.geofabrik.de/russia/northwestern-fed-district-updates'}",,
norway,europe,['NO'],Norway,"{'pbf': 'https://download.geofabrik.de/europe/norway-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/norway-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/norway-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/norway-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/norway-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/norway/', 'updates': 'https://download.geofabrik.de/europe/norway-updates'}",,NO
nottinghamshire,england,,Nottinghamshire,"{'pbf': 'https://download.geofabrik.de/europe/great-britain/england/nottinghamshire-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/great-britain/england/nottinghamshire-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/great-britain/england/nottinghamshire-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/great-britain/england/nottinghamshire-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/great-britain/england/nottinghamshire-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/great-britain/england/nottinghamshire/', 'updates': 'https://download.geofabrik.de/europe/great-britain/england/nottinghamshire-updates'}",,
nova-scotia,canada,,Nova Scotia,"{'pbf': 'https://download.geofabrik.de/north-america/canada/nova-scotia-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/north-america/canada/nova-scotia-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/north-america/canada/nova-scotia-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/north-america/canada/nova-scotia-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/north-america/canada/nova-scotia-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/north-america/canada/nova-scotia/', 'updates': 'https://download.geofabrik.de/north-america/canada/nova-scotia-updates'}",['CA-NS'],CA-NS
nunavut,canada,,Nunavut,"{'pbf': 'https://download.geofabrik.de/north-america/canada/nunavut-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/north-america/canada/nunavut-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/north-america/canada/nunavut-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/north-america/canada/nunavut-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/north-america/canada/nunavut-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/north-america/canada/nunavut/', 'updates': 'https://download.geofabrik.de/north-america/canada/nunavut-updates'}",['CA-NU'],CA-NU
nusa-tenggara,indonesia,,Nusa-Tenggara,"{'pbf': 'https://download.geofabrik.de/asia/indonesia/nusa-tenggara-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/asia/indonesia/nusa-tenggara-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/asia/indonesia/nusa-tenggara-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/asia/indonesia/nusa-tenggara-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/asia/indonesia/nusa-tenggara-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/asia/indonesia/nusa-tenggara/', 'updates': 'https://download.geofabrik.de/asia/indonesia/nusa-tenggara-updates'}",,
oberbayern,bayern,,Oberbayern,"{'pbf': 'https://download.geofabrik.de/europe/germany/bayern/oberbayern-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/germany/bayern/oberbayern-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/germany/bayern/oberbayern-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/germany/bayern/oberbayern-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/germany/bayern/oberbayern-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/germany/bayern/oberbayern/', 'updates': 'https://download.geofabrik.de/europe/germany/bayern/oberbayern-updates'}",,
oberfranken,bayern,,Oberfranken,"{'pbf': 'https://download.geofabrik.de/europe/germany/bayern/oberfranken-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/germany/bayern/oberfranken-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/germany/bayern/oberfranken-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/germany/bayern/oberfranken-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/germany/bayern/oberfranken-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/germany/bayern/oberfranken/', 'updates': 'https://download.geofabrik.de/europe/germany/bayern/oberfranken-updates'}",,
oberpfalz,bayern,,Oberpfalz,"{'pbf': 'https://download.geofabrik.de/europe/germany/bayern/oberpfalz-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/germany/bayern/oberpfalz-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/germany/bayern/oberpfalz-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/germany/bayern/oberpfalz-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/germany/bayern/oberpfalz-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/germany/bayern/oberpfalz/', 'updates': 'https://download.geofabrik.de/europe/germany/bayern/oberpfalz-updates'}",,
ontario,canada,,Ontario,"{'pbf': 'https://download.geofabrik.de/north-america/canada/ontario-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/north-america/canada/ontario-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/north-america/canada/ontario-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/north-america/canada/ontario-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/north-america/canada/ontario-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/north-america/canada/ontario/', 'updates': 'https://download.geofabrik.de/north-america/canada/ontario-updates'}",['CA-ON'],CA-ON
opolskie,poland,,Województwo opolskie<br />(Opole Voivodeship),"{'pbf': 'https://download.geofabrik.de/europe/poland/opolskie-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/poland/opolskie-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/poland/opolskie-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/poland/opolskie-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/poland/opolskie-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/poland/opolskie/', 'updates': 'https://download.geofabrik.de/europe/poland/opolskie-updates'}",,
overijssel,netherlands,,Overijssel,"{'pbf': 'https://download.geofabrik.de/europe/netherlands/overijssel-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/netherlands/overijssel-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/netherlands/overijssel-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/netherlands/overijssel-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/netherlands/overijssel-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/netherlands/overijssel/', 'updates': 'https://download.geofabrik.de/europe/netherlands/overijssel-updates'}",,
oxfordshire,england,,Oxfordshire,"{'pbf': 'https://download.geofabrik.de/europe/great-britain/england/oxfordshire-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/great-britain/england/oxfordshire-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/great-britain/england/oxfordshire-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/great-britain/england/oxfordshire-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/great-britain/england/oxfordshire-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/great-britain/england/oxfordshire/', 'updates': 'https://download.geofabrik.de/europe/great-britain/england/oxfordshire-updates'}",,
pais-vasco,spain,,País Vasco,"{'pbf': 'https://download.geofabrik.de/europe/spain/pais-vasco-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/spain/pais-vasco-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/spain/pais-vasco-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/spain/pais-vasco-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/spain/pais-vasco-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/spain/pais-vasco/', 'updates': 'https://download.geofabrik.de/europe/spain/pais-vasco-updates'}",,
pakistan,asia,['PK'],Pakistan,"{'pbf': 'https://download.geofabrik.de/asia/pakistan-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/asia/pakistan-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/asia/pakistan-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/asia/pakistan-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/asia/pakistan-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/asia/pakistan/', 'updates': 'https://download.geofabrik.de/asia/pakistan-updates'}",,PK
